chrom	start	end	P1_1	P1_2	P1_3	P2_1	P2_2	P2_3	HYB_1_P1	HYB_2_P1	HYB_3_P1	HYB_1_P2	HYB_2_P2	HYB_3_P2
chr2L	89664	92222	486.422773501365	567.137706039182	466.593455317876	1474.80401681896	1330.44050321523	1404.51155288061	1046.50553648942	1174.24262687972	858.019979608097	1240.98962321443	1255.60600332285	1069.76305654876
chr2L	369221	370939	170.444637615034	127.883992538247	136.626812883135	550.180780817363	493.708584526462	499.813379033296	321.626847070089	296.904172172322	481.939793740911	467.02136086394	409.285934784795	504.057846983993
chr2L	392210	393391	31.4667023289293	55.6017358861944	61.868745456514	175.738325633132	181.312333771505	140.235408505745	96.2443974187009	77.5695584954715	175.50408673802	120.468407572677	83.2445969053821	195.821034080113
chr2L	393878	394758	31.4667023289293	61.1619094748138	54.1351522744498	195.708589909625	167.836417072271	250.266267487176	120.610067651283	160.488741714769	136.503178574015	232.685554352705	246.265265845089	126.92104060748
chr2L	426344	430196	2824.13653402141	2485.39759411289	2469.59408947252	5794.37217982424	5990.65751447742	6332.88721693123	6627.46230326244	7037.43132419261	6574.43880478931	6493.74224381486	6978.67204056787	6563.6309571297
chr2L	597536	598358	70.8000802400909	122.323818949628	85.0695250027068	94.8587553133384	66.1545001598734	89.1753366908327	65.7873096279728	50.8214348763434	75.216037173437	59.4090777070736	69.3704974211518	87.0315707022722
chr2L	599101	600887	49.8222786874714	122.323818949628	54.1351522744498	89.8661892442154	88.2060002131645	83.4220891623919	92.5895468838135	37.4473730667794	114.216945337441	95.7146251947297	76.3075471632669	145.05261783712
chr2L	610075	616292	1088.22345554214	717.262392931907	770.781453812404	1877.20484199028	1933.18150467186	1938.84441708456	1320.61932660597	1209.01518758459	1242.457502939	1653.55266284688	1585.11586607332	1660.85247423503
chr2L	630099	632210	477.244985322094	405.892671969219	417.61403183147	581.134690445926	670.120584952791	603.371834545231	387.414156698062	444.018852077527	498.654468668342	579.238507643968	697.173499082575	598.342048578122
chr2L	632600	639999	3748.4709149337	3197.09981345618	3183.66252661645	6151.83991037345	6453.73901559654	6668.73304140397	4328.56131681828	4573.92913887091	3613.15556347955	6498.69300029044	6784.43464778864	5221.89424213633
chr2L	717396	721784	500.845012068791	439.253713500935	371.212472739084	603.101981150068	681.146334979437	721.313408878268	811.376818744997	1053.87607059365	919.307121008675	618.844559448684	683.299399598345	736.142035523386
chr2L	726007	727845	107.511232957175	88.962777417911	77.3359318206425	172.742785991658	169.061500408565	130.167225330974	115.736933604767	106.992494476512	80.7875954825805	112.217146780028	201.17444252134	181.315772296401
chr2L	745062	746194	154.711286450569	166.805207658583	180.450507581499	191.714537054326	150.685250364156	158.933462973178	149.848871930382	149.789492267117	222.862332365739	128.719668365326	124.866895358073	119.668409715624
chr2L	747069	749160	91.7778817927105	100.08312459515	91.5141859877603	74.8884910368461	73.5050001776371	66.1623465770694	108.427232534992	45.4718101525178	97.502270410011	102.315633828849	55.4963979369214	112.415778823768
chr2L	766216	768440	41.9556031052391	83.4026038292916	33.5122371222784	78.8825438921446	64.9294168235794	48.902603991747	105.990665511734	64.1954966859075	94.7164912554392	72.6110949753122	69.3704974211518	61.6473625807762
chr2L	791844	794230	87.8445440015943	144.564513304105	76.0469996236318	185.723457771378	256.042417285436	228.691589255523	140.102603837349	66.8703090478203	175.50408673802	193.079502547989	239.328216102974	293.731551120169
