chrom	start	end	P1_1	P1_2	P1_3	P2_1	P2_2	P2_3	HYB_1_P1	HYB_2_P1	HYB_3_P1	HYB_1_P2	HYB_2_P2	HYB_3_P2
chr4	1050878	1051878	72.1230465705491	45.4887228104538	66.5535175007509	65.213589326314	73.4664598061063	92.7276532494182	107.108475066732	103.710422561109	101.132138168172	74.9255427419002	61.5940680174494	51.5784457307576
chr4	1050878	1051878	72.1230465705491	45.4887228104538	66.5535175007509	65.213589326314	73.4664598061063	92.7276532494182	107.108475066732	103.710422561109	101.132138168172	74.9255427419002	61.5940680174494	51.5784457307576
chr4	787114	788114	55.0616807151504	61.5435661553199	94.0590302685889	83.4225785537913	99.7044811654299	131.869700026042	105.830330972857	81.2865474127613	72.2372415486942	122.066196717012	77.1617994943872	110.421461282749
chr4	930215	931215	24.29952106678	22.4767806828125	20.1379647050242	31.7598649316464	39.0946518253923	41.7418875219344	40.1337245476776	44.2871534179872	37.3225748001587	36.838391848101	37.2271839665903	29.0582792849339
chr4	43278	44278	49.6330643066145	40.672269806994	47.152307602008	142.495927326654	142.997216408314	136.636074725778	95.8608070406312	117.725344528827	93.3064370003967	122.690576239862	121.834420254296	106.789176372132
chr4	43278	44278	49.6330643066145	40.672269806994	47.152307602008	142.495927326654	142.997216408314	136.636074725778	95.8608070406312	117.725344528827	93.3064370003967	122.690576239862	121.834420254296	106.789176372132
chr4	42874	43874	49.6330643066145	40.672269806994	44.2052883768825	181.45469497614	172.121420117163	187.910711647185	125.002492380983	146.876382221679	102.336092193983	171.392179022097	152.969883208171	136.573912639189
chr4	155560	156560	24.0410155235164	28.8987180207589	56.4845351482387	37.4766406193428	28.0746828544763	62.1073066935355	196.834190456763	196.208907548045	182.399034910453	57.1307263406989	43.9957628696067	27.6053653206872
chr4	155560	156560	24.0410155235164	28.8987180207589	56.4845351482387	37.4766406193428	28.0746828544763	62.1073066935355	196.834190456763	196.208907548045	182.399034910453	57.1307263406989	43.9957628696067	27.6053653206872
chr4	174640	175640	34.6397427973247	24.617426462128	47.6434774728623	80.6700569263819	102.065903087769	109.626618093938	108.642247979382	137.90683216234	81.8688737551868	85.5399946303361	106.266688777358	92.260036729665
chr4	174640	175640	34.6397427973247	24.617426462128	47.6434774728623	80.6700569263819	102.065903087769	109.626618093938	108.642247979382	137.90683216234	81.8688737551868	85.5399946303361	106.266688777358	92.260036729665
chr4	174640	175640	34.6397427973247	24.617426462128	47.6434774728623	80.6700569263819	102.065903087769	109.626618093938	108.642247979382	137.90683216234	81.8688737551868	85.5399946303361	106.266688777358	92.260036729665
chr4	193329	194329	19.9049268312985	16.0548433448661	34.8730608306518	135.720489474569	119.645377398516	182.566594559602	51.1257637550033	34.7570064799393	36.7205977872529	142.046341448186	131.310430718518	123.497686960969
chr4	192989	193989	26.8845764994162	18.1954891241815	38.5568348620586	150.541759776004	131.714867223805	206.109596864361	54.9601960366285	39.2417815096089	37.9245518130645	159.528968087963	144.17073063425	138.026826603436
chr4	193329	194329	19.9049268312985	16.0548433448661	34.8730608306518	135.720489474569	119.645377398516	182.566594559602	51.1257637550033	34.7570064799393	36.7205977872529	142.046341448186	131.310430718518	123.497686960969
chr4	277674	278674	13.4422882497081	12.308713231064	9.57781248165787	19.2676513918655	17.8418545243401	11.1215409660517	14.0595850326259	11.211937574174	21.0691954517025	4.68284642136877	2.70743156120657	0.726456982123347
chr4	305318	306318	15.7688381390806	20.336134903497	21.3658893821599	39.5939649481192	46.1789175924097	54.1633488606415	21.2171919583264	10.6513406954653	6.01977012905785	41.8334280308943	27.0743156120657	36.3228491061673
chr4	305318	306318	15.7688381390806	20.336134903497	21.3658893821599	39.5939649481192	46.1789175924097	54.1633488606415	21.2171919583264	10.6513406954653	6.01977012905785	41.8334280308943	27.0743156120657	36.3228491061673
chr4	305661	306661	26.1090598696253	34.2503324690476	29.7157771866821	35.3593162905663	42.7679748156976	52.5745572940626	27.3522836089268	14.5755188464262	9.63163220649256	39.6480997009222	24.3668840508591	31.2376502313039
chr4	305981	306981	23.5240044369891	31.0393638000744	20.6291345758785	19.0559189589878	20.4656566602725	25.1317938713376	26.0741395150517	16.817906361261	8.42767818068099	20.9167140154472	14.8908735866361	19.6143385173304
chr4	358157	359157	16.2858492256079	21.4064577931547	25.0496634135668	58.8616163399847	51.6889020778676	85.6503089982943	118.611771911608	97.5438568953136	76.4510806390347	68.6817475134086	52.7949154435281	66.8340423553479
chr4	358157	359157	16.2858492256079	21.4064577931547	25.0496634135668	58.8616163399847	51.6889020778676	85.6503089982943	118.611771911608	97.5438568953136	76.4510806390347	68.6817475134086	52.7949154435281	66.8340423553479
chr4	358157	359157	16.2858492256079	21.4064577931547	25.0496634135668	58.8616163399847	51.6889020778676	85.6503089982943	118.611771911608	97.5438568953136	76.4510806390347	68.6817475134086	52.7949154435281	66.8340423553479
