chrom	start	end	P1_1	P1_2	P1_3	P2_1	P2_2	P2_3	HYB_1_P1	HYB_2_P1	HYB_3_P1	HYB_1_P2	HYB_2_P2	HYB_3_P2
chr4	1050878	1051878	70.2370588848369	44.7926443100431	64.9331512010357	73.1763410435643	60.687924665255	68.1005618296351	86.2898722348656	52.7823912158532	62.4848074286816	65.5422194494392	55.8155775435759	47.9180282263807
chr4	1050878	1051878	70.2370588848369	44.7926443100431	64.9331512010357	73.1763410435643	60.687924665255	68.1005618296351	86.2898722348656	52.7823912158532	62.4848074286816	65.5422194494392	55.8155775435759	47.9180282263807
chr4	787114	788114	53.6218406540153	60.6018128900583	91.7689922878106	47.6226981394625	45.0652905930112	27.9386920326708	79.2744354678034	75.5583545487214	76.2009846691239	75.3429251615049	64.9018343529952	64.8889965565573
chr4	930215	931215	23.6640986923823	22.1328360120213	19.647669367103	58.076461145686	22.8330805671256	19.2078507724612	21.747853977893	24.9451026979032	22.8602954007372	42.8780874902873	33.0999355200276	30.6142958112988
chr4	43278	44278	48.3351803078448	40.0498937360385	46.0042990058998	81.3070456039603	37.8548440981294	38.4157015449224	49.8096010461419	47.7210660307714	42.6725514147094	49.0035285603284	33.7489538635575	37.9351056792181
chr4	43278	44278	48.3351803078448	40.0498937360385	46.0042990058998	81.3070456039603	37.8548440981294	38.4157015449224	49.8096010461419	47.7210660307714	42.6725514147094	49.0035285603284	33.7489538635575	37.9351056792181
chr4	42874	43874	48.3351803078448	40.0498937360385	43.1290303180311	78.9839871581329	37.2539735568892	36.6695332928804	48.4065136927295	45.9134498932422	37.3384824878707	46.859624185814	34.7224813788525	36.6040493395964
chr4	55831	56831	17.6222011539017	11.5933902920112	41.6913959740967	25.5536429041018	19.2278573196848	26.1925237806289	28.7632907449552	35.4292762955727	30.4803938676496	22.6641319591519	27.907788771788	21.9624296037578
chr4	55831	56831	17.6222011539017	11.5933902920112	41.6913959740967	25.5536429041018	19.2278573196848	26.1925237806289	28.7632907449552	35.4292762955727	30.4803938676496	22.6641319591519	27.907788771788	21.9624296037578
chr4	66707	67707	77.0341936156276	68.5063971800659	78.1114660204341	62.7225780373408	74.5079471137784	82.0699078459705	89.0960469416905	79.1735868237798	73.1529452823589	64.9296753424351	75.6106370212394	74.2063909339091
chr4	66707	67707	77.0341936156276	68.5063971800659	78.1114660204341	62.7225780373408	74.5079471137784	82.0699078459705	89.0960469416905	79.1735868237798	73.1529452823589	64.9296753424351	75.6106370212394	74.2063909339091
chr4	66707	67707	77.0341936156276	68.5063971800659	78.1114660204341	62.7225780373408	74.5079471137784	82.0699078459705	89.0960469416905	79.1735868237798	73.1529452823589	64.9296753424351	75.6106370212394	74.2063909339091
chr4	155560	156560	23.4123529616123	28.4565034440274	55.1093165174841	40.6535228019802	24.9361274614662	26.1925237806289	62.7881590652071	57.1206699459234	38.4814972579076	50.8411608813407	55.4910683718109	25.6228345377175
chr4	155560	156560	23.4123529616123	28.4565034440274	55.1093165174841	40.6535228019802	24.9361274614662	26.1925237806289	62.7881590652071	57.1206699459234	38.4814972579076	50.8411608813407	55.4910683718109	25.6228345377175
chr4	174640	175640	33.7339279231833	24.2407251560233	46.4835104538779	27.8767013499293	30.3439623326275	44.5272904270691	52.6157757529668	58.2052396284409	42.6725514147094	61.5606827539125	55.1665592000459	41.9282746980831
chr4	174640	175640	33.7339279231833	24.2407251560233	46.4835104538779	27.8767013499293	30.3439623326275	44.5272904270691	52.6157757529668	58.2052396284409	42.6725514147094	61.5606827539125	55.1665592000459	41.9282746980831
chr4	174640	175640	33.7339279231833	24.2407251560233	46.4835104538779	27.8767013499293	30.3439623326275	44.5272904270691	52.6157757529668	58.2052396284409	42.6725514147094	61.5606827539125	55.1665592000459	41.9282746980831
chr4	192989	193989	26.1815560000826	17.9170577240172	37.6180986662827	42.9765812478076	22.2322100258855	17.4616825204193	53.317319429673	41.5751711631721	34.2904431011058	52.0662490953489	42.1861923294469	26.2883627075283
chr4	488494	489494	59.4119924617258	40.0498937360385	41.2121845261186	51.1072858082036	43.8635495105309	48.8927110571739	52.6157757529668	49.8902053958065	52.5786794216955	37.9777346342545	48.0273574212165	41.9282746980831
chr4	570290	571290	53.3700949232452	40.0498937360385	71.8817171967185	41.8150520248939	46.8679022167316	41.9080380490062	86.9914159115718	64.3511344960402	70.104905895594	56.3540578443777	52.5704858259261	50.5801409056241
chr4	806847	807847	130.907780000413	111.718124632107	93.446232355734	104.537630062235	156.526775993059	110.008599878641	104.880779667581	127.979222537069	136.780767481077	135.065975594405	135.64483379776	157.397412160265
chr4	833893	834893	47.0764516539946	55.3320900300532	48.6399619697795	31.3612890186704	54.3787839822335	48.8927110571739	35.4279556736643	50.2517286233123	49.9116449582761	39.8153669552668	55.4910683718109	49.5818486509078
